Unnamed: 0,#,ประเภท,รายการ,สร้างโดย,ชื่อลูกค้า,รหัสลูกค้า,อีเมลลูกค้า,เบอร์โทรศัพท์ลูกค้า,ที่อยู่ลูกค้า,เลขผู้เสียภาษี,อ้างอิง,ช่องทางการขาย,วันที่ทำรายการ,ส่วนลด,รายได้จาก Platform,ค่าส่ง (ที่เรียกเก็บจากลูกค้า),มูลค่ารวมก่อนภาษี,ภาษีมูลค่าเพิ่ม,วันส่งสินค้า,Tracking No,ช่องทางจัดส่ง,ชื่อผู้รับ,เบอร์โทรศัพท์ผู้รับ,อีเมลผู้รับ,ที่อยู่/จัดส่ง,รหัสไปรษณีย์,จังหวัด,อำเภอ/เขต,ตำบล/แขวง,มูลค่า,หมายเหตุ,Tag,สถานะรายการ,คลัง/สาขา,สถานะการชำระเงิน,ใบกำกับภาษี,ช่องทางการชำระเงิน,จำนวนเงินที่ชำระ,วันที่ชำระเงิน,Payment ID,รหัสสินค้า,ชื่อสินค้า,จำนวน,ราคาต่อหน่วย,ส่วนลดต่อหน่วย,ราคารวม,ล็อต,หมวดหมู่
Website,52,ขายออก,DD941461,Admin,Siriporn Nakorn,9996,siriporn.nakorn@example.com,063859244,"75 หมู่ 6, Phuket",,,Website,23/04/2025,,,100,800.0,0.0,,TH41251097,Kerry Express,Siriporn Nakorn,063859244,,"146 หมู่ 10, Phuket",33752,Phuket,,,800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,900.0,24/04/2025,,DD014,Hip & Joint Supplement,1,800,0.0,800.0,,Supplements
Distributor,53,ขายออก,DD151226,Admin,Wichian Pongthep,7136,wichian.pongthep@example.com,085767348,"821 หมู่ 7, Bangkok",,,Distributor,24/02/2025,,,80,260.0,0.0,,TH25732903,Kerry Express,Wichian Pongthep,085767348,,"906 หมู่ 13, Bangkok",71396,Bangkok,,,260.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,TrueMoney Wallet,,,,DD009,Lamb & Pea Wet Food,2,130,0.0,260.0,,Wet Food
Website,54,ขายออก,DD322320,Admin,Somchai Jairam,8715,somchai.jairam@example.com,065902666,"751 หมู่ 19, Chiang Mai",,,Website,10/04/2025,,,100,1600.0,0.0,,TH60709813,Kerry Express,Somchai Jairam,065902666,,"739 หมู่ 11, Chiang Mai",99599,Chiang Mai,,,1600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,1700.0,11/04/2025,,DD014,Hip & Joint Supplement,2,800,0.0,1600.0,,Supplements
Shopee,55,ขายออก,DD941344,Admin,Wichan Srisuk,4549,wichan.srisuk@example.com,063721864,"102 หมู่ 2, Bangkok",,,Shopee,05/02/2025,,-60.0,60,600.0,0.0,,TH67696034,Thailand Post,Wichan Srisuk,063721864,,"524 หมู่ 19, Bangkok",47904,Bangkok,,,600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,660.0,07/02/2025,,DD013,Peanut Butter Biscuits,3,200,0.0,600.0,,Treats
Distributor,56,ขายออก,DD756701,Admin,Siriporn Pongsak,8119,siriporn.pongsak@example.com,063977590,"710 หมู่ 8, Chonburi",,,Distributor,25/02/2025,10.0,,50,486.0,0.0,,TH69912158,Flash Express,Siriporn Pongsak,063977590,,"537 หมู่ 18, Chonburi",30491,Chonburi,,,486.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,536.0,26/02/2025,,DD012,Training Treats (Chicken),3,180,18.0,486.0,,Treats
Shopee,57,ขายออก,DD980889,Admin,Wichan Thongpat,2500,wichan.thongpat@example.com,074813270,"594 หมู่ 7, Khon Kaen",,,Shopee,13/02/2025,20.0,-70.0,70,432.0,0.0,,TH62715014,Flash Express,Wichan Thongpat,074813270,,"995 หมู่ 18, Khon Kaen",29541,Khon Kaen,,,432.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,502.0,15/02/2025,,DD012,Training Treats (Chicken),3,180,36.0,432.0,,Treats
Website,58,ขายออก,DD833547,Admin,Ratchanok Saengchan,9684,ratchanok.saengchan@example.com,061134055,"426 หมู่ 12, Phuket",,,Website,27/02/2025,,,50,7500.0,0.0,,TH40715395,Flash Express,Ratchanok Saengchan,061134055,,"894 หมู่ 2, Phuket",33510,Phuket,,,7500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,7550.0,28/02/2025,,DD017,Puppy Starter Kit,3,2500,0.0,7500.0,,Bundles
Shopee,59,ขายออก,DD993741,Admin,Nattaya Pongpat,5361,nattaya.pongpat@example.com,077733215,"926 หมู่ 7, Chiang Rai",,,Shopee,10/01/2025,20.0,-80.0,80,2560.0,0.0,,TH37259197,Flash Express,Nattaya Pongpat,077733215,,"340 หมู่ 5, Chiang Rai",49974,Chiang Rai,,,2560.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,2640.0,12/01/2025,,DD003,Premium Senior Kibble (Large Breed),2,1600,320.0,2560.0,,Dry Food
Shopee,60,ขายออก,DD497710,Admin,Rattana Sae-tang,5805,rattana.sae-tang@example.com,071785332,"807 หมู่ 14, Ayutthaya",,,Shopee,20/01/2025,,-100.0,100,7500.0,0.0,,TH91242298,Kerry Express,Rattana Sae-tang,071785332,,"344 หมู่ 11, Ayutthaya",45400,Ayutthaya,,,7500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,7600.0,20/01/2025,,DD017,Puppy Starter Kit,3,2500,0.0,7500.0,,Bundles
Shopee,61,ขายออก,DD426898,Admin,Somporn Pongpanich,7402,somporn.pongpanich@example.com,099109916,"888 หมู่ 6, Songkhla",,,Shopee,17/01/2025,,-60.0,60,400.0,0.0,,TH97093473,Flash Express,Somporn Pongpanich,099109916,,"517 หมู่ 5, Songkhla",51844,Songkhla,,,400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,460.0,17/01/2025,,DD013,Peanut Butter Biscuits,2,200,0.0,400.0,,Treats
Lazada,62,ขายออก,DD107906,Admin,Sirirat Nakornpat,2380,sirirat.nakornpat@example.com,072039504,"610 หมู่ 11, Bangkok",,,Lazada,09/01/2025,,-50.0,50,750.0,0.0,,TH34586222,Flash Express,Sirirat Nakornpat,072039504,,"617 หมู่ 3, Bangkok",38831,Bangkok,,,750.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,800.0,10/01/2025,,DD015,Skin & Coat Supplement,1,750,0.0,750.0,,Supplements
Shopee,63,ขายออก,DD705409,Admin,Nattacha Pongsakorn,9228,nattacha.pongsakorn@example.com,089168984,"316 หมู่ 16, Khon Kaen",,,Shopee,19/03/2025,15.0,-100.0,100,331.5,0.0,,TH51892167,Thailand Post,Nattacha Pongsakorn,089168984,,"973 หมู่ 5, Khon Kaen",60106,Khon Kaen,,,331.5,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,431.5,20/03/2025,,DD009,Lamb & Pea Wet Food,3,130,19.5,331.5,,Wet Food
In-store,64,ขายออก,DD369458,Admin,Wichuda Saengchan,3604,wichuda.saengchan@example.com,099399911,"345 หมู่ 10, Nonthaburi",,,In-store,05/02/2025,,,50,14000.0,0.0,,TH14684346,Thailand Post,Wichuda Saengchan,099399911,,"356 หมู่ 6, Nonthaburi",96231,Nonthaburi,,,14000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,14050.0,07/02/2025,,DD018,Senior Care Package,5,2800,0.0,14000.0,,Bundles
In-store,65,ขายออก,DD226209,Admin,Ratree Jaisai,3064,ratree.jaisai@example.com,079859060,"360 หมู่ 2, Pathum Thani",,,In-store,23/11/2024,15.0,,100,3570.0,0.0,,TH37427110,Kerry Express,Ratree Jaisai,079859060,,"700 หมู่ 13, Pathum Thani",28787,Pathum Thani,,,3570.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,3670.0,23/11/2024,,DD005,Weight Management Formula,3,1400,210.0,3570.0,,Dry Food
Website,66,ขายออก,DD827955,Admin,Nattaporn Thongpat,9073,nattaporn.thongpat@example.com,079711998,"886 หมู่ 1, Phuket",,,Website,28/04/2025,,,50,1800.0,0.0,,TH94669146,J&T Express,Nattaporn Thongpat,079711998,,"22 หมู่ 18, Phuket",36660,Phuket,,,1800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,1850.0,29/04/2025,,DD016,Multivitamin Chews,3,600,0.0,1800.0,,Supplements
Lazada,67,ขายออก,DD915673,Admin,Ratchapol Pongthep,1038,ratchapol.pongthep@example.com,086155872,"271 หมู่ 11, Chiang Mai",,,Lazada,05/01/2025,,-70.0,70,4000.0,0.0,,TH39221379,Flash Express,Ratchapol Pongthep,086155872,,"884 หมู่ 2, Chiang Mai",37082,Chiang Mai,,,4000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,4070.0,05/01/2025,,DD014,Hip & Joint Supplement,5,800,0.0,4000.0,,Supplements
Shopee,68,ขายออก,DD532430,Admin,Wichaya Saengchan,8424,wichaya.saengchan@example.com,061224695,"570 หมู่ 6, Phuket",,,Shopee,10/05/2025,,-100.0,100,3200.0,0.0,,TH53353746,Flash Express,Wichaya Saengchan,061224695,,"527 หมู่ 2, Phuket",63268,Phuket,,,3200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,3300.0,12/05/2025,,DD014,Hip & Joint Supplement,4,800,0.0,3200.0,,Supplements
In-store,69,ขายออก,DD477816,Admin,Siripat Nakornthai,1959,siripat.nakornthai@example.com,093377935,"940 หมู่ 3, Khon Kaen",,,In-store,28/04/2025,,,60,2500.0,0.0,,TH99858638,Thailand Post,Siripat Nakornthai,093377935,,"916 หมู่ 14, Khon Kaen",31563,Khon Kaen,,,2500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,2560.0,30/04/2025,,DD017,Puppy Starter Kit,1,2500,0.0,2500.0,,Bundles
Website,70,ขายออก,DD935700,Admin,Sirirat Pongsakorn,2389,sirirat.pongsakorn@example.com,073874299,"495 หมู่ 6, Bangkok",,,Website,01/12/2024,,,50,800.0,0.0,,TH77007551,Flash Express,Sirirat Pongsakorn,073874299,,"544 หมู่ 11, Bangkok",15109,Bangkok,,,800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,850.0,02/12/2024,,DD014,Hip & Joint Supplement,1,800,0.0,800.0,,Supplements
Lazada,71,ขายออก,DD793919,Admin,Somkid Pongsuwan,1001,somkid.pongsuwan@example.com,076973544,"225 หมู่ 1, Bangkok",,,Lazada,31/12/2024,,-60.0,60,4800.0,0.0,,TH74274067,Flash Express,Somkid Pongsuwan,076973544,,"745 หมู่ 13, Bangkok",62269,Bangkok,,,4800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,4860.0,31/12/2024,,DD001,Premium Puppy Kibble (Small Breed),4,1200,0.0,4800.0,,Dry Food
In-store,72,ขายออก,DD312977,Admin,Siripong Srisuk,1634,siripong.srisuk@example.com,075873062,"902 หมู่ 9, Bangkok",,,In-store,23/04/2025,,,70,6000.0,0.0,,TH70711339,Flash Express,Siripong Srisuk,075873062,,"774 หมู่ 9, Bangkok",85897,Bangkok,,,6000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,6070.0,25/04/2025,,DD001,Premium Puppy Kibble (Small Breed),5,1200,0.0,6000.0,,Dry Food
Shopee,73,ขายออก,DD198511,Admin,Somkid Thongsuk,5109,somkid.thongsuk@example.com,071100734,"971 หมู่ 18, Bangkok",,,Shopee,27/02/2025,10.0,-70.0,70,234.0,0.0,,TH73644057,Thailand Post,Somkid Thongsuk,071100734,,"12 หมู่ 12, Bangkok",56163,Bangkok,,,234.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,304.0,28/02/2025,,DD009,Lamb & Pea Wet Food,2,130,13.0,234.0,,Wet Food
Lazada,74,ขายออก,DD906481,Admin,Ratchaphon Pongpanich,9946,ratchaphon.pongpanich@example.com,063731638,"35 หมู่ 15, Phuket",,,Lazada,06/04/2025,,-50.0,50,600.0,0.0,,TH95103140,J&T Express,Ratchaphon Pongpanich,063731638,,"353 หมู่ 7, Phuket",99899,Phuket,,,600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,650.0,08/04/2025,,DD013,Peanut Butter Biscuits,3,200,0.0,600.0,,Treats
Lazada,75,ขายออก,DD985691,Admin,Wichit Jaidee,6631,wichit.jaidee@example.com,065188891,"740 หมู่ 2, Phuket",,,Lazada,31/01/2025,,-80.0,80,12500.0,0.0,,TH79472863,Flash Express,Wichit Jaidee,065188891,,"335 หมู่ 2, Phuket",49443,Phuket,,,12500.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,Bank Transfer,,,,DD017,Puppy Starter Kit,5,2500,0.0,12500.0,,Bundles
Lazada,76,ขายออก,DD943488,Admin,Nattacha Saengchan,7477,nattacha.saengchan@example.com,065162065,"2 หมู่ 5, Songkhla",,,Lazada,29/04/2025,20.0,-60.0,60,2720.0,0.0,,TH21950831,Kerry Express,Nattacha Saengchan,065162065,,"837 หมู่ 6, Songkhla",94878,Songkhla,,,2720.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,2780.0,30/04/2025,,DD006,Sensitive Stomach Formula,2,1700,340.0,2720.0,,Dry Food
In-store,77,ขายออก,DD244832,Admin,Somjai Nakornsri,1629,somjai.nakornsri@example.com,083844664,"270 หมู่ 16, Phuket",,,In-store,27/12/2024,,,70,750.0,0.0,,TH14600108,Thailand Post,Somjai Nakornsri,083844664,,"970 หมู่ 10, Phuket",74674,Phuket,,,750.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,820.0,29/12/2024,,DD015,Skin & Coat Supplement,1,750,0.0,750.0,,Supplements
Website,78,ขายออก,DD282958,Admin,Somkid Pongthep,2742,somkid.pongthep@example.com,062942811,"902 หมู่ 12, Bangkok",,,Website,31/01/2025,,,80,130.0,0.0,,TH11805808,J&T Express,Somkid Pongthep,062942811,,"251 หมู่ 18, Bangkok",65204,Bangkok,,,130.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,210.0,02/02/2025,,DD009,Lamb & Pea Wet Food,1,130,0.0,130.0,,Wet Food
Lazada,79,ขายออก,DD259476,Admin,Sirirat Jairam,3289,sirirat.jairam@example.com,065364406,"216 หมู่ 11, Bangkok",,,Lazada,02/02/2025,,-60.0,60,1500.0,0.0,,TH54336333,J&T Express,Sirirat Jairam,065364406,,"126 หมู่ 2, Bangkok",86260,Bangkok,,,1500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,1560.0,02/02/2025,,DD002,Premium Adult Kibble (All Breeds),1,1500,0.0,1500.0,,Dry Food
Lazada,80,ขายออก,DD497686,Admin,Sirirat Jaisai,2198,sirirat.jaisai@example.com,097681935,"802 หมู่ 1, Chiang Rai",,,Lazada,05/01/2025,,-100.0,100,360.0,0.0,,TH61880950,J&T Express,Sirirat Jaisai,097681935,,"311 หมู่ 11, Chiang Rai",92811,Chiang Rai,,,360.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,460.0,07/01/2025,,DD007,Beef & Vegetable Wet Food,3,120,0.0,360.0,,Wet Food
Lazada,81,ขายออก,DD201376,Admin,Somkid Pongthep,9125,somkid.pongthep@example.com,086416775,"220 หมู่ 2, Nakhon Ratchasima",,,Lazada,23/04/2025,,-100.0,100,5600.0,0.0,,TH91022004,J&T Express,Somkid Pongthep,086416775,,"704 หมู่ 6, Nakhon Ratchasima",40659,Nakhon Ratchasima,,,5600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,5700.0,24/04/2025,,DD018,Senior Care Package,2,2800,0.0,5600.0,,Bundles
Website,82,ขายออก,DD519139,Admin,Nattaya Pongsakorn,2000,nattaya.pongsakorn@example.com,063619980,"279 หมู่ 19, Chiang Mai",,,Website,18/01/2025,,,70,130.0,0.0,,TH93428995,Kerry Express,Nattaya Pongsakorn,063619980,,"365 หมู่ 11, Chiang Mai",49882,Chiang Mai,,,130.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,200.0,19/01/2025,,DD009,Lamb & Pea Wet Food,1,130,0.0,130.0,,Wet Food
Shopee,83,ขายออก,DD659931,Admin,Somchai Pongthep,8010,somchai.pongthep@example.com,078049926,"968 หมู่ 14, Khon Kaen",,,Shopee,25/03/2025,,-70.0,70,120.0,0.0,,TH72005983,Flash Express,Somchai Pongthep,078049926,,"974 หมู่ 10, Khon Kaen",87714,Khon Kaen,,,120.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,190.0,26/03/2025,,DD007,Beef & Vegetable Wet Food,1,120,0.0,120.0,,Wet Food
Shopee,84,ขายออก,DD235832,Admin,Somkid Srisuk,9234,somkid.srisuk@example.com,071747419,"944 หมู่ 6, Bangkok",,,Shopee,09/05/2025,,-80.0,80,390.0,0.0,,TH85902244,Thailand Post,Somkid Srisuk,071747419,,"814 หมู่ 18, Bangkok",11177,Bangkok,,,390.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,470.0,11/05/2025,,DD009,Lamb & Pea Wet Food,3,130,0.0,390.0,,Wet Food
Shopee,85,ขายออก,DD571828,Admin,Siriwan Nakornthai,4610,siriwan.nakornthai@example.com,066382858,"669 หมู่ 15, Phuket",,,Shopee,04/03/2025,5.0,-80.0,80,1662.5,0.0,,TH53300173,Flash Express,Siriwan Nakornthai,066382858,,"156 หมู่ 3, Phuket",55379,Phuket,,,1662.5,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,1742.5,05/03/2025,,DD011,Dental Chew Sticks (Large),5,350,17.5,1662.5,,Treats
Website,86,ขายออก,DD854950,Admin,Siripat Srisuk,7441,siripat.srisuk@example.com,061698956,"952 หมู่ 4, Phuket",,,Website,01/04/2025,,,50,1200.0,0.0,,TH70251070,J&T Express,Siripat Srisuk,061698956,,"84 หมู่ 4, Phuket",96365,Phuket,,,1200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,1250.0,01/04/2025,,DD016,Multivitamin Chews,2,600,0.0,1200.0,,Supplements
Website,87,ขายออก,DD661672,Admin,Nattaya Jaipak,2316,nattaya.jaipak@example.com,076987029,"580 หมู่ 18, Khon Kaen",,,Website,14/03/2025,,,60,120.0,0.0,,TH83111160,Flash Express,Nattaya Jaipak,076987029,,"664 หมู่ 19, Khon Kaen",62249,Khon Kaen,,,120.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,180.0,15/03/2025,,DD007,Beef & Vegetable Wet Food,1,120,0.0,120.0,,Wet Food
Website,88,ขายออก,DD650448,Admin,Sirichai Pongsak,1987,sirichai.pongsak@example.com,069889782,"455 หมู่ 11, Khon Kaen",,,Website,24/02/2025,5.0,,100,228.0,0.0,,TH27644180,Flash Express,Sirichai Pongsak,069889782,,"650 หมู่ 9, Khon Kaen",74174,Khon Kaen,,,228.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,COD,,,,DD007,Beef & Vegetable Wet Food,2,120,6.0,228.0,,Wet Food
Website,89,ขายออก,DD394054,Admin,Wichian Srisuk,2125,wichian.srisuk@example.com,091257681,"554 หมู่ 7, Phuket",,,Website,02/02/2025,,,70,1000.0,0.0,,TH24578363,Kerry Express,Wichian Srisuk,091257681,,"621 หมู่ 14, Phuket",42117,Phuket,,,1000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,1070.0,03/02/2025,,DD013,Peanut Butter Biscuits,5,200,0.0,1000.0,,Treats
Lazada,90,ขายออก,DD426459,Admin,Somying Pongsakorn,8979,somying.pongsakorn@example.com,091403322,"381 หมู่ 3, Chiang Mai",,,Lazada,22/12/2024,10.0,-100.0,100,540.0,0.0,,TH74261658,J&T Express,Somying Pongsakorn,091403322,,"342 หมู่ 6, Chiang Mai",82240,Chiang Mai,,,540.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,640.0,24/12/2024,,DD008,Chicken & Rice Wet Food,5,120,12.0,540.0,,Wet Food
Distributor,91,ขายออก,DD719961,Admin,Ratchapol Jaisai,7813,ratchapol.jaisai@example.com,077606963,"633 หมู่ 16, Bangkok",,,Distributor,26/03/2025,,,50,360.0,0.0,,TH20758430,Thailand Post,Ratchapol Jaisai,077606963,,"12 หมู่ 17, Bangkok",54843,Bangkok,,,360.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,410.0,27/03/2025,,DD012,Training Treats (Chicken),2,180,0.0,360.0,,Treats
Lazada,92,ขายออก,DD796683,Admin,Rattana Jaisai,3785,rattana.jaisai@example.com,097478450,"509 หมู่ 14, Bangkok",,,Lazada,09/04/2025,,-50.0,50,720.0,0.0,,TH40267797,Kerry Express,Rattana Jaisai,097478450,,"804 หมู่ 1, Bangkok",72711,Bangkok,,,720.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,770.0,10/04/2025,,DD012,Training Treats (Chicken),4,180,0.0,720.0,,Treats
Shopee,93,ขายออก,DD489954,Admin,Sirithorn Srisuk,5437,sirithorn.srisuk@example.com,084324664,"316 หมู่ 5, Khon Kaen",,,Shopee,16/04/2025,,-70.0,70,14000.0,0.0,,TH39396163,Kerry Express,Sirithorn Srisuk,084324664,,"244 หมู่ 10, Khon Kaen",65114,Khon Kaen,,,14000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,14070.0,18/04/2025,,DD018,Senior Care Package,5,2800,0.0,14000.0,,Bundles
In-store,94,ขายออก,DD807650,Admin,Siripat Thongpai,8002,siripat.thongpai@example.com,096287913,"130 หมู่ 3, Udon Thani",,,In-store,28/11/2024,,,100,750.0,0.0,,TH89110216,Thailand Post,Siripat Thongpai,096287913,,"466 หมู่ 14, Udon Thani",83861,Udon Thani,,,750.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,850.0,29/11/2024,,DD015,Skin & Coat Supplement,1,750,0.0,750.0,,Supplements
In-store,95,ขายออก,DD793045,Admin,Wichian Thongpol,3529,wichian.thongpol@example.com,094874910,"392 หมู่ 2, Chonburi",,,In-store,06/12/2024,5.0,,50,5320.0,0.0,,TH75702370,Flash Express,Wichian Thongpol,094874910,,"964 หมู่ 15, Chonburi",41055,Chonburi,,,5320.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,5370.0,06/12/2024,,DD018,Senior Care Package,2,2800,140.0,5320.0,,Bundles
Website,96,ขายออก,DD659550,Admin,Ratchanee Thongsuk,7488,ratchanee.thongsuk@example.com,065746771,"642 หมู่ 11, Phuket",,,Website,23/01/2025,,,70,800.0,0.0,,TH47809281,J&T Express,Ratchanee Thongsuk,065746771,,"690 หมู่ 15, Phuket",65099,Phuket,,,800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,870.0,23/01/2025,,DD013,Peanut Butter Biscuits,4,200,0.0,800.0,,Treats
Lazada,97,ขายออก,DD593158,Admin,Wichuda Ruangsan,4302,wichuda.ruangsan@example.com,091909711,"690 หมู่ 5, Bangkok",,,Lazada,07/02/2025,,-100.0,100,390.0,0.0,,TH18815995,J&T Express,Wichuda Ruangsan,091909711,,"628 หมู่ 3, Bangkok",56851,Bangkok,,,390.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,490.0,08/02/2025,,DD009,Lamb & Pea Wet Food,3,130,0.0,390.0,,Wet Food
In-store,98,ขายออก,DD602420,Admin,Somrak Srisuk,9433,somrak.srisuk@example.com,074759834,"493 หมู่ 18, Phuket",,,In-store,23/11/2024,,,50,4000.0,0.0,,TH27438118,Flash Express,Somrak Srisuk,074759834,,"997 หมู่ 13, Phuket",83294,Phuket,,,4000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,4050.0,23/11/2024,,DD014,Hip & Joint Supplement,5,800,0.0,4000.0,,Supplements
